#CODE	ENGLISH	GALEGO
CANNOT_FIRE_YOUR_REGENT	You cannot dismiss your Regent from office!	Male Dynasty Member Opinion
FE_INTERESTING_CHARACTERS	Interesting Characters	Rank
FE_CHARACTER	Character	Name
FE_PLAYERS	Players	Cost
FE_DIPLOMATIC_RELATIONS	Diplomatic Relations:	Opinion
PAUSED_BY	§Y$PLAYER$§W paused the game.	Total Strength
LAG_PAUSE	$PLAYER$ is lagging behind, pausing game.	§Y$NAME$§! is Imprisoned by §Y$JAILOR$§!
LAG_DECREASE_SPEED	$PLAYER$ is lagging behind, decreasing speed.	Died in Prison
CLICK_TO_APPOINT_LEADER	Click to Appoint a Leader	§Y$NAME$§! is Incapable
LEADER_APP_NEEDS_LAW	The nobles of §Y$TITLE$§! are too autonomous to accept being replaced as leaders.\n(Crown Authority is too low.)	§Y$NAME$§! is being tutored by §Y$OTHER$§! in §Y$LOCATION$§!
WRONG_GOVERNMENT_TYPE	§RWrong Capital Holding Type!§!	§Y$NAME$§! is leading troops in §Y$LOCATION$§!
COMBAT_TACTICS_AVAILABLE	The following tactics can be used by this flank:	§Y$NAME$§! is in §Y$LOCATION$§! to §Y$ACTION$§!
COMBAT_DEFENDERS	Defenders	This is you
COMBAT_ATTACKERS	Attackers	§Y$NAME$§! is your Heir
PLOT_PLOT_POWER	Plot Power	§Y$NAME$§! is of your Dynasty
PLOT_TARGET	Target	§Y$NAME$§! is a Bastard of your Dynasty
PLOT_BACKED_PLOTS	Backed Plots	Appoint Successor
STOP_BACKING_PLOT	Stop Backing Plot	Loyal to
PRESTIGE_FROM_MARRIAGE	§Y$RULER$§!'s Prestige Gain from the Marriage	§RCannot transfer subunits to moving unit(s) or unit(s) in battle§!
#NO_ALLIANCE_FROM_MARRIAGE	We would get no Alliance from the Marriage	Elector in the §Y$TITLE$§!
#GAINED_ALLIANCES	Would result in Alliance(s)	Catholic Bishops are not obliged to pay any taxes - or provide levies - to their secular liege. They will pay the Pope, their secular liege or even an Antipope depending on who they like best.
ALLIANCES	Alliances	Opinion of Pope
MARRYING_INTO_HOUSE	Marrying into §YHouse $HOUSE$§!: $PRESTIGE$	Opinion of Secular Liege
MARRYING_PERSON_PRESTIGE	Marrying a §Y$PERSON_DESC$§!: $PRESTIGE$	Close
RELATION_OF_A_TITLE	$RELATION$ of a $TITLE$	Disable All Hints
AUTO_BALANCE	Auto-balance unit	Disable Hint
SM_LANGUAGE	Language	No Head
ENGLISH_SUPPORTED	Yes	$NUM$ Armies
SPANISH_SUPPORTED	Yes	$NUM$ Fleets
GERMAN_SUPPORTED	Yes	Titular
FRENCH_SUPPORTED	Yes	§YTitular Title§! (no de jure vassals)
ENGLISH	English	Unknown Successor
SPANISH	Spanish	Enemy Occupation
GERMAN	German	You cannot dismiss your Regent from office!
FRENCH	French	Personaxes interesantes
WAR_PLOT	§!(The plot of §Y$CHARACTER$§!)	Personaxe
IMPASSABLE	§YImpassable§!	Xogadores
defenderbonus_farmlands	Farmlands	Relacións diplomáticas:
defenderbonus_plains	Plains	§Y$PLAYER$§W paused the game.
defenderbonus_desert	Desert	$PLAYER$ is lagging behind, pausing game.
defenderbonus_mountain	Mountains	$PLAYER$ is lagging behind, decreasing speed.
defenderbonus_hills	Hills	Click to Appoint a Leader
defenderbonus_arctic	Arctic	The nobles of §Y$TITLE$§! are too autonomous to accept being replaced as leaders.\n(Crown Authority is too low.)
farmlands	Farmlands	§RWrong Capital Holding Type!§!
plains	Plains	The following tactics can be used by this flank:
desert	Desert	Defenders
mountain	Mountains	Attackers
hills	Hills	Plot Power
arctic	Arctic	Target
coastal_desert	Ocean	Backed Plots
river_crossing	River crossing	Stop Backing Plot
strait_crossing	Strait crossing	§Y$RULER$§!'s Prestige Gain from the Marriage
PART_OF_CONTINENT	Part of the region of §Y$NAME$§W.	We would get no Alliance from the Marriage
CANNOT_ACTUALLY_CALL	Cannot Call to War	Would result in Alliance(s)
CANNOT_ACTUALLY_CALL_DESC_1	As a vassal, you can only call other vassals in the same realm.	Alliances
CANNOT_ACTUALLY_CALL_DESC_2	You cannot call vassals to war (unless you have the same liege.)	Marrying into §YHouse $HOUSE$§!: $PRESTIGE$
DEJURE_LAW	§Y$TITLE_ADJ$ Crown Laws:§! 	Marrying a §Y$PERSON_DESC$§!: $PRESTIGE$
ACTIVE_CROWN_LAWS_OF_TITLE	Active Crown Laws (§Y$TITLE$§!)	$RELATION$ of a $TITLE$
feast_0	Hold a Feast	Auto-balance unit
feast_0_desc	Hold the biggest feast ever seen in the Kingdom!	Language
AI_WILL_NOT_ACCEPT_OFFER	$CHAR$ will not accept your offer	Yes
LOGGER_MENU	Message Log	Yes
province_base_values	Base	Yes
summer_fair	Hold a Summer Fair	Yes
summer_fair_desc	The Summer Fair brings merchants, peddlers and all sorts of entertainment to your county.	English
CANCEL_LAW_CHANGE	§YCancel Law Change§!	Spanish
CANCEL_LAW_CHANGE_DELAYED	Abandon the attempt to change this law, allowing you to try instituting another.	German
TITLE_KING_CREATION_PIETY_COST	You need §R$COST$§! $PIETYNAME$ to create a Kingdom.	French
CANNOT_CANCEL_LAW_CHANGE	§RWe are obligated to try to see this law change through§!	§!(The plot of §Y$CHARACTER$§!)
convert_to_liege_religion	Convert to Liege's Religion	§YImpassable§!
convert_to_liege_religion_desc	I am sure my liege would be pleased if we had the same faith...	Farmlands
convert_to_liege_culture	Convert to Liege's Culture	Plains
convert_to_liege_culture_desc	I am impressed with the language and customs of my liege. I wish I were like that...	Desert
job_chancellor	Chancellor	Mountains
job_marshal	Marshal	Hills
job_treasurer	Steward	Arctic
job_spymaster	Spymaster	Farmlands
job_viceroy name	Viceroy	Plains
title_regent	Regent	Desert
title_queen_mother	Queen Mother	Mountains
emperor_title_queen_mother_female	Empress Dowager	Hills
emperor_title_queen_mother_female_german	Kaiserin	Arctic
title_prince	Prince	Ocean
title_prince_iranian	Shahzada	River crossing
title_prince_female	Princess	Strait crossing
title_prince_female_iranian	Shahdokht	Part of the region of §Y$NAME$§W.
title_court_jester	Court Jester	Cannot Call to War
title_keeper_of_swans	Keeper of the Swans	As a vassal, you can only call other vassals in the same realm.
title_keeper_of_swans_desc	With Swan meat being without doubt the finest meat available from either beast or fowl, the need to ensure a steady supply of Swans is important. The post of Master of Swans carries a certain amount of prestige.	You cannot call vassals to war (unless you have the same liege.)
title_master_of_the_horse	Master of the Horse	§Y$TITLE_ADJ$ Crown Laws:§! 
title_master_of_the_hunt	Master of the Hunt	Active Crown Laws (§Y$TITLE$§!)
title_master_of_the_hounds	Master of the Hounds	Hold a Feast
title_grand_butler	Grand Butler	Hold the biggest feast ever seen in the Kingdom!
title_grand_butler_desc	Although most of the household duties were passed over to servants, the butler had the right to pour the liege's wine when at his table. With the ability to grab the liege's ear at the same time, the butler was an important man.	$CHAR$ will not accept your offer
title_high_almoner	High Almoner	Message Log
title_cupbearer	Cupbearer	Base
title_cupbearer_desc	Poison is always a danger, so being entrusted with serving drinks is a great honor.	Hold a Summer Fair
title_seneschal	Seneschal	The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.
title_paramount_knight	Paramount Knight	§YCancel Law Change§!
title_paramount_knight_desc	This paragon of chivalric virtue is the envy of the realm - every man wants to be like him and sees his friends as their friends	Abandon the attempt to change this law, allowing you to try instituting another.
title_despot	Despot	You need §R$COST$§! $PIETYNAME$ to create a Kingdom.
title_despot_desc	Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.	§RWe are obligated to try to see this law change through§!
title_sebastokrator	Sebastokrator	Convert to Liege's Religion
title_sebastokrator_desc	The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.	I am sure my liege would be pleased if we had the same faith...
title_caesar	Caesar	Convert to Liege's Culture
title_caesar_desc	Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.	I am impressed with the language and customs of my liege. I wish I were like that...
title_kouropalates	Kouropalates	Chancellor
title_kouropalates_desc	Kouropalates - 'the One in Charge of the Palace' - is a very prestigious title in the Byzantine Empire.	Marshal
title_anthypatos	Anthypatos	Steward
title_anthypatos_desc	Anthypatos is Greek for Proconsul. However, the office no longer denotes a provincial governor but is purely honorary.	Spymaster
zealous	Zealous	Viceroy
zealous_desc	This character burns with religious fervor and cannot tolerate heretics, infidels, or heathens.	Regent
just	Just	Queen Mother
just_desc	The character has a well developed sense of justice - a trait much respected by vassals and courtiers.	Dowager Empress
arbitrary	Arbitrary	Kaiserin
arbitrary_desc	This character could not care less about justice - a character flaw that is not appreciated by vassals and courtiers.	Prince
incapable	Incapable	Shahzada
incapable_desc	Due to advanced age, head injury or other mental disabilities, this character is not fit for any kind of work. Incapable rulers must employ a regent.	Princess
lustful	Lustful	Shahdokht
lustful_desc	Lust, or 'Luxuria', the first deadly sin, enflames this character. These carnal desires are not appreciated by the Church, and might also cause problems out of the marital bed...	Court Jester
chaste	Chaste	Keeper of the Swans
chaste_desc	Chastity, or 'Castitas' is the first of the seven virtues. Chaste characters are admired for their virtue and are unlikely to have extramarital affairs.	With Swan meat being without doubt the finest meat available from either beast or fowl, the need to ensure a steady supply of Swans is important. The post of Master of Swans carries a certain amount of prestige.
proud	Proud	Master of the Horse
proud_desc	Pride, 'Superbia' is the seventh deadly sin according to the Church. However, proud characters tend to be ambitious and work hard to increase their Prestige.	Master of the Hunt
humble	Humble	Master of the Hounds
humble_desc	Humility, or 'Humilitas', is the seventh virtue and the opposite of Pride. Humble characters gain [Player.Religion.GetPietyName] where the proud gain Prestige. Humble characters tend to dislike prideful ones.	Grand Butler
honest	Honest	Although most of the household duties were passed over to servants, the butler had the right to pour the liege's wine when at his table. With the ability to grab the liege's ear at the same time, the butler was an important man.
honest_desc	Lies do not come easily to this character, who values truth above all else. It is not a good trait for spymasters and plotters, but is respected among diplomats.	High Almoner
deceitful	Deceitful	Cupbearer
deceitful_desc	This character has a manipulative and dishonest nature - an excellent trait for spymasters... as long as they remain loyal.	Poison is always a danger, so being entrusted with serving drinks is a great honor.
gluttonous	Gluttonous	Seneschal
gluttonous_desc	Gluttony, or 'Gula', is the second deadly sin and lacks positive effects. The Church despises gluttons, and so do members of the opposite sex.	Paramount Knight
ambitious	Ambitious	This paragon of chivalric virtue is the envy of the realm - every man wants to be like him and sees his friends as their friends
ambitious_desc	Ambitious characters work harder, making them better at everything. However, their drive to reach the top means that they tend to make poor vassals...	Despot
content	Content	Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.
content_desc	Content characters are satisfied with their lot in life. They make loyal vassals but are unsuited to intrigue.	Sebastokrator
trusting	Trusting	The title of Sebastokrator was created as an even higher honor than that of 'Caesar'. It can only be granted to close relatives of the Emperor.
trusting_desc	Trusting characters make poor spymasters, but good friends.	Caesar
hunchback	Hunchback	Originally the highest honor in the Roman Empire, the title of Caesar can now be awarded to anyone.
hunchback_desc	This character is cursed with a humpback, which is despised by vassals and ugly in the eyes of the opposite sex.	Kouropalates
lisp	Lisp	Kouropalates - 'the One in Charge of the Palace' - is a very prestigious title in the Byzantine Empire.
lisp_desc	The lisp of this character hurts credibility and is the source of much merriment.	Anthypatos
stutter	Stutter	Anthypatos is Greek for Proconsul. However, the office no longer denotes a provincial governor but is purely honorary.
#stutter_desc	This character is a stutterer. It hampers their ability to communicate effectively with others.	Zealous
inbred	Inbred	This character burns with religious fervor and cannot tolerate heretics, infidels, or heathens.
inbred_desc	This poor character suffers from the effects of inbreeding, leading to disfigurement, mental retardation and probable sterility.	Just
ugly	Ugly	The character has a well developed sense of justice - a trait much respected by vassals and courtiers.
ugly_desc	This character has a face that brings a tear to the eye...	Arbitrary
leper	Leper	This character could not care less about justice - a character flaw that is not appreciated by vassals and courtiers.
leper_desc	Afflicted with the horror that is leprosy, this character is experiencing Purgatory on Earth. Hideous and sterile, procreation is most unlikely.	Incapable
stressed	Stressed	Due to advanced age, head injury or other mental disabilities, this character is not fit for any kind of work. Incapable rulers must employ a regent.
stressed_desc	This character finds the burdens of work and life almost too much to handle.	Lustful
wounded	Wounded	Lust, or 'Luxuria', the first deadly sin, enflames this character. These carnal desires are not appreciated by the Church, and might also cause problems out of the marital bed...
wounded_desc	This character has been seriously injured, but the damage should heal, given time.	Chaste
maimed	Maimed	Chastity, or 'Castitas' is the first of the seven virtues. Chaste characters are admired for their virtue and are unlikely to have extramarital affairs.
maimed_desc	This character has been maimed. It would take a true miracle to heal such an injury.	Proud
brave	Brave	Pride, 'Superbia' is the seventh deadly sin according to the Church. However, proud characters tend to be ambitious and work hard to increase their Prestige.
brave_desc	This character never shies from personal danger, enjoying the respect of vassals but the envy of cravens.	Humble
amateurish_plotter	Amateurish Plotter	Humility, or 'Humilitas', is the seventh virtue and the opposite of Pride. Humble characters gain [Player.Religion.GetPietyName] where the proud gain Prestige. Humble characters tend to dislike prideful ones.
amateurish_plotter_desc	The Amateurish Plotter has received an education emphasizing intrigue skills. Unfortunately, it didn't stick.	Honest
flamboyant_schemer	Flamboyant Schemer	Lies do not come easily to this character, who values truth above all else. It is not a good trait for spymasters and plotters, but is respected among diplomats.
flamboyant_schemer_desc	Flamboyant Schemers thrive on court intrigue and fancy themselves masters of the trade. However, their lack of secrecy tends to endanger even their best efforts.	Deceitful
intricate_webweaver	Intricate Webweaver	This character has a manipulative and dishonest nature - an excellent trait for spymasters... as long as they remain loyal.
intricate_webweaver_desc	The Intricate Webweaver is a master manipulator, well suited to a life of intrigue.	Gluttonous
elusive_shadow	Elusive Shadow	Gluttony, or 'Gula', is the second deadly sin and lacks positive effects. The Church despises gluttons, and so do members of the opposite sex.
elusive_shadow_desc	The Elusive Shadow has mastered the art of Intrigue and should make a perfect Spymaster - as well as an ideal mentor for prospective schemers.	Ambitious
naive_appeaser	Naive Appeaser	Ambitious characters work harder, making them better at everything. However, their drive to reach the top means that they tend to make poor vassals...
naive_appeaser_desc	Naive Appeasers want to be well liked and fancy themselves diplomats. Unfortunately, everyone else just tends to bully them.	Content
underhanded_rogue	Underhanded Rogue	Content characters are satisfied with their lot in life. They make loyal vassals but are unsuited to intrigue.
underhanded_rogue_desc	The Underhanded Rogue is a rough but decently effective diplomat.	Trusting
charismatic_negotiator	Charismatic Negotiator	Trusting characters make poor spymasters, but good friends.
charismatic_negotiator_desc	The Charismatic Negotiator is an excellent diplomat, impressing dignitaries with elegant dress and persuasive rhetoric.	Hunchback
grey_eminence	Grey Eminence	This character is cursed with a humpback, which is despised by vassals and ugly in the eyes of the opposite sex.
grey_eminence_desc	The Grey Eminence is the epitome of statesmanship having fully mastered the art of diplomacy.	Lisp
indulgent_wastrel	Indulgent Wastrel	The lisp of this character hurts credibility and is the source of much merriment.
indulgent_wastrel_desc	The Indulgent Wastrel was groomed to become good with money, and if good means spending it quickly, the Indulgent Wastrel certainly is.	Stutter
thrifty_clerk	Thrifty Clerk	This character is a stutterer, annoying to friends and enemies alike, and lowering diplomatic skill.
thrifty_clerk_desc	The Thrifty Clerk is a dutiful, if not particularly skilled, administrator.	Inbred
fortune_builder	Fortune Builder	This poor character suffers from the effects of inbreeding, leading to disfigurement, mental retardation and probable sterility.
fortune_builder_desc	The Fortune Builder came out of adolescence armed with a well honed business sense, determined to live a life of luxury.	Ugly
midas_touched	Midas Touched	This character has a face that brings a tear to the eye...
midas_touched_desc	This character is truly Midas Touched, never seeming to run out of funds - an excellent choice for Steward and mentor to children destined to become administrators.	Leper
misguided_warrior	Misguided Warrior	Afflicted with the horror that is leprosy, this character is experiencing Purgatory on Earth. Hideous and sterile, procreation is most unlikely.
