#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
EVTOPTB_CM_2030	This is a most grievous wound!	Such notions are for fools!
tb_hillfort_1	Earth Hillfort	My [Root.GetLordLady], your [From.GetSonDaughter] [From.GetFirstName] has fallen most violently fallen off [From.GetHerHis] horse during practice at sword and lance with [From.Guardian.GetTitledFirstName]!
tb_hillfort_2	Wooden Hillfort	I hope [From.GetSheHe] will come around!
tb_hillfort_3	Reinforced Hillfort	This is a most grievous wound!
tb_hillfort_4	Stone Hillfort	Earth Hillfort
tb_shipyard_1	Shipbuilder	Wooden Hillfort
tb_shipyard_2	Shipbuilder	Reinforced Hillfort
tb_shipyard_3	Shipbuilder	Stone Hillfort
tb_shipyard_4	Shipbuilder	Shipbuilder
tb_training_grounds_1	Training Grounds	Shipbuilder
tb_training_grounds_2	Training Grounds	Shipbuilder
tb_training_grounds_3	Training Grounds	Shipbuilder
tb_training_grounds_4	Training Grounds	Training Grounds
tb_barracks_1	Barracks	Training Grounds
tb_barracks_2	Barracks	Training Grounds
tb_barracks_3	Barracks	Training Grounds
tb_barracks_4	Barracks	Barracks
tb_militia_barracks_1	Militia Barracks	Barracks
tb_militia_barracks_2	Militia Barracks	Barracks
tb_militia_barracks_3	Militia Barracks	Barracks
tb_militia_barracks_4	Militia Barracks	Militia Barracks
IS_COASTAL	This county is coastal	Militia Barracks
#adopt_feudalism_desc	Any tribal settlement with a fully upgraded §YHillfort§! is upgraded to a castle.	Militia Barracks
#adopt_republicanism_desc	Any tribal settlement with a fully upgraded §YMarket Town§! is upgraded to a city.	Militia Barracks
#adopt_feudalism	Adopt Feudalism	This province is coastal.
#adopt_republicanism	Adopt Republicanism	Any tribal settlement with a fully upgraded §YHillfort§! is upgraded to a castle.
NOT_DEMESNE_TITLE_STARTS	No Held Title	Any tribal settlement with a fully upgraded §YMarket Town§! is upgraded to a city.
#TRIBAL_VASSAL_OPINION	Unreformed Pagan Tribal Vassal Opinion	Adopt Feudalism
#NOT_LOSE_VASSALS_ON_DEATH_ON	Will no longer risk losing vassals upon death.\n	Adopt Republicanism
#NOT_LOSE_VASSALS_ON_DEATH_OFF	Now risk losing vassals upon death.\n	No Held Title
tribal_organization	Tribal Organization	Unreformed Pagan Tribal Vassal Opinion
tribal_organization_0	Minimum Tribal Organization	Will no longer risk losing vassals upon death.\n
tribal_organization_0_option	Min	Now risk losing vassals upon death.\n
tribal_organization_1	Low Tribal Organization	Tribal Organization
tribal_organization_1_option	Low	Minimum Tribal Organization
tribal_organization_2	Medium Tribal Organization	Min
tribal_organization_2_option	Medium	Low Tribal Organization
tribal_organization_3	High Tribal Organization	Low
tribal_organization_3_option	High	Medium Tribal Organization
tribal_organization_4	Absolute Tribal Organization	Medium
tribal_organization_4_option	Max	High Tribal Organization
CAP_WAR_UNDECIDED_NO_MAJOR_BATTLE	Score is capped at §Y$CAP$§! because less than §Y$MONTHS$§! months have passed and §Y$ATTACKER$§! has not yet won a major battle	High
EVTDESC63103	Your liege has died, and now someone else dare claim to be your superior. Perhaps this is the right time to assert your independence?	Absolute Tribal Organization
EVTOPTA63103	I will not bend my knee to a weakling!	Max
EVTOPTB63103	[New.GetTitledFirstName] is someone I could follow.	Score is capped at §Y$CAP$§! because less than §Y$MONTHS$§! months have passed and §Y$ATTACKER$§! has not yet won a major battle
EVTDESC63104	[From.GetTitledFirstName] has decided to defy your authority and assert [From.GetHerHis] independence, claiming you are too weak to rule over [From.GetHerHim] anyway!	Your liege has died, and now someone else dare claim to be your superior. Perhaps this is the right time to assert your independence?
EVTOPTA63104	We are not pleased.	I will not bend my knee to a weakling!
EVTDESC63105	You feared that the lands of [From.GetTitledFirstName] might become independent from your realm in the uncertain moment of your inheritance. Luckily, [From.GetSheHe] has instead confirmed [From.GetHerHis] loyalty by swearing fealty to you.	[New.GetTitledFirstName] is someone I could follow.
EVTOPTA63105	A true and loyal vassal!	[From.GetTitledFirstName] has decided to defy your authority and assert [From.GetHerHis] independence, claiming you are too weak to rule over [From.GetHerHim] anyway!
TRIBAL_VASSAL_MIN_LEVY	Tribal Vassal Min Levy	We are not pleased.
norse_pagan	Germanic	You feared that the lands of [From.GetTitledFirstName] might become independent from your realm in the uncertain moment of your inheritance. Luckily, [From.GetSheHe] has instead confirmed [From.GetHerHis] loyalty by swearing fealty to you.
norse_pagan_reformed	Germanic	A true and loyal vassal!
EVTDESC8029	Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to Lower the Tribal Organization. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName]	Tribal Vassal Min Levy
EVTDESC8028	Under pressure from a powerful Faction, [From.GetTitledName] has agreed to Lower Crown Authority.	Germanic
EVTDESC8071	Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and lower the Tribal Organization. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName]	Germanic
lower_tribal_organization_law_desc	§Y$CLAIMANT$§! can declare war to lower Tribal Organization in the §Y$TITLE$§!	Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to Lower the Tribal Organization. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName]
CB_NAME_LOWER_TRIBAL_ORGANIZATION_LAW	Lower Tribal Organization	Under pressure from a powerful Faction, [From.GetTitledName] has agreed to Lower Crown Authority.
WAR_NAME_LOWER_TRIBAL_ORGANIZATION_LAW	$ORDER$$SECOND_ADJ$ Civil War to lower Tribal Organization	Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and lower the Tribal Organization. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName]
faction_lower_tribal_organization_short	Lower Tribal Organization	§Y$CLAIMANT$§! can declare war to lower Tribal Organization in the §Y$TITLE$§!
faction_lower_tribal_organization_title	Lower Tribal Organization in [This.GetName]	Lower Tribal Organization
faction_lower_tribal_organization_desc	Members seek to lower the Tribal Organization in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.	$ORDER$$SECOND_ADJ$ Civil War to lower Tribal Organization
faction_lower_tribal_organization_ultimatum	Demand Lower Tribal Organization	Lower Tribal Organization
faction_lower_tribal_organization_ultimatum_desc	Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Tribal Organization. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.	Lower Tribal Organization in [This.GetName]
opinion_increased_tribal_organization	Increased Tribal Organization	Members seek to lower the Tribal Organization in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.
#LANDED_SIBLING_MULTIPLIER	Landed Sibling Multiplier	Demand Lower Tribal Organization
#LANDED_HALF_SIBLING_MULTIPLIER	Landed Half Sibling Multiplier	Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Tribal Organization. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.
#LANDED_NIECE_MULTIPLIER	Landed Niece Multiplier	Increased Tribal Organization
#LANDED_CHILD_MULTIPLIER	Landed [Root.GetSonDaughter] Multiplier	Landed Sibling Multiplier
#LANDED_GRAND_CHILD_MULTIPLIER	Landed Grand [Root.GetSonDaughter] Multiplier	Landed Half Sibling Multiplier
#LANDED_PARENT_MULTIPLIER	Landed [Root.GetFatherMother] Multiplier	Landed Niece Multiplier
#LANDED_UNCLE_AUNT_MULTIPLIER	Landed [Root.GetUncleAunt] Multiplier	Landed [Root.GetSonDaughter] Multiplier
#LANDED_GRAND_PARENT_MULTIPLIER	Landed Grand Parent Multiplier	Landed Grand [Root.GetSonDaughter] Multiplier
#LANDED_GREAT_GRAND_PARENT_MULTIPLIER	Landed Great Grand Parent Multiplier	Landed [Root.GetFatherMother] Multiplier
#LANDED_COUSIN_MULTIPLIER	Landed Cousin Multiplier	Landed [Root.GetUncleAunt] Multiplier
UNCLE	Uncle	Landed Grand Parent Multiplier
AUNT	Aunt	Landed Great Grand Parent Multiplier
kharijite	Kharijite	Landed Cousin Multiplier
kharijite_DESC	The Kharijites are a branch of Islam that was marginalized and repressed early in the 7th century. They believe that any unrepentant sinner is a Kafir, also rejecting the notion of infallibility of the Caliphs. Defining features in-game:\n§Y*§! The Kharijite Caliphate is held by a secular ruler, and can cease to exist.\n§Y*§! The Kharijite Caliph can subjugate other Kharijite rulers freely\n§Y*§! The Kharijite Caliph can declare great Jihads\n§Y*§! Kharijite rulers can - and are expected to have - multiple wives\n§Y*§! Temple Holdings can be held by anyone without penalty\n§Y*§! Kharijite dynasties grow decadent unless the men have enough land and win wars	Uncle
d_kharijite	The Kharijite Caliphate	Aunt
d_kharijite_adj	Kharijite Caliphal	Kharijite
restore_ecumenical_patriarchate_desc	Now that we control Constantinople, we can restore the Orthodox Ecumenical Patriarchate. May it return to its former glory!	The Kharijites are a branch of Islam that was marginalized and repressed early in the 7th century. They believe that any unrepentant sinner is a Kafir, also rejecting the notion of infallibility of the Caliphs. Defining features in-game:\n§Y*§! The Kharijite Caliphate is held by a secular ruler, and can cease to exist.\n§Y*§! The Kharijite Caliph can subjugate other Kharijite rulers freely\n§Y*§! The Kharijite Caliph can declare great Jihads\n§Y*§! Kharijite rulers can - and are expected to have - multiple wives\n§Y*§! Temple Holdings can be held by anyone without penalty\n§Y*§! Kharijite dynasties grow decadent unless the men have enough land and win wars
opinion_used	Tried to use me	The Kharijite Caliphate
INTERACTION_CAN_CALL_TO_WAR_AGAIN	§Y[Recipient.GetTitledFirstName]§! has not refused our Call to this war	Kharijite Caliphal
vice_royalty_baron	Baron Viceroy	Convert to the Kharijite faith
vice_royalty_count	Count Viceroy	The pillow talk of a spouse or concubine can be very persuasive. Can this Allah beat the Old Gods though?
vice_royalty_duke	Minor Viceroy	Now that we control Constantinople, we can restore the Orthodox Ecumenical Patriarchate. May it return to its former glory!
