#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
HINT_CARDINAL_VIEW_TEXT_3	Each cardinal has a single vote he can cast for who he wants to become the next Holy Father of the Catholic Church. The one with the most support is known as the Preferatus and is most likely to become the new Pope.	In this screen you can see the college of cardinals.These are the ones responsible for electing a new pope among themselves when the old one dies. It also shows who is likely to be given title of cardinal if a spot opens up.
EVTNAME_SoA_5400	The massacre at [From.GetName]	Every catholic bishop in the world can be given a seat in the College of Cardinals. Every bishop have a score which the Pope uses to decide who gets the open spot. This score is calculated from a wide range of factors but you can also directly influence it by promising money to the Pope. This will make it much more likely that he will choose a bishop from your realm.
EVTDESC_SoA_5400	My [Root.GetLordLady], the heretic city of [From.GetName] has surrendered to us. We could punish the heretics by sacking the place, but it has been put forth by some that the city's populace are of mixed faith and it is unlikely that the soldiers will know who is a heretic and who is not.	Each cardinal has a single vote he can cast for who he wants to become the next Holy Father of the Catholic Church. The one with the most support is known as the Preferatus and is most likely to become the new Pope.
EVTOPTA_SoA_5400	Kill them all! God will know his own.	The massacre at [From.GetName]
EVTOPTB_SoA_5400	We must show restraint. Hold off the soldiers.	My [Root.GetLordLady], the heretic city of [From.GetName] has surrendered to us. We could punish the heretics by sacking the place, but it has been put forth by some that the city's populace are of mixed faith and it is unlikely that the soldiers will know who is a heretic and who is not.
EVTNAME_SoA_5401	The Shepherds' Crusade	Kill them all! God will know his own.
EVTDESC_SoA_5401	A combination of economic stress and religious fervor caused by the current crusade has led to considerable unrest among the peasants. A strange elderly monk known calling himself The Master of Hungary has been criticizing the religious establishment and preaching a 'Shepherds' Crusade' to the common folk. He has already been able to gather a huge following, an army of shepherds as it were, and they have been assaulting priests and killing Jews all over the country. Needless to say, the church is not amused. There is now talk among this rabble of marching on the capital to seek the support of the [Root.GetTitle] - who knows where this will end?	We must show restraint. Hold off the soldiers.
EVTOPTA_SoA_5401	We will appease them with gold.	The Shepherds' Crusade
EVTOPTB_SoA_5401	We should try to recruit them for our cause.	A combination of economic stress and religious fervor caused by the current crusade has led to considerable unrest among the peasants. A strange elderly monk known calling himself The Master of Hungary has been criticizing the religious establishment and preaching a 'Shepherds' Crusade' to the common folk. He has already been able to gather a huge following, an army of shepherds as it were, and they have been assaulting priests and killing Jews all over the country. Needless to say, the church is not amused. There is now talk among this rabble of marching on the capital to seek the support of the [Root.GetTitle] - who knows where this will end?
EVTOPTC_SoA_5401	These criminals must hang.	We will appease them with gold.
EVTDESC_SoA_5403	The Shepherds' Crusade has been plaguing the country for many months now, causing much terror and woe. Lately, however, it seems to have been slowly losing its initial strength and zeal. According to some reports now, the whole movement is dissolving as people are returning to their homes and abandoning the whole adventure.	We should try to recruit them for our cause.
EVTOPTA_SoA_5403	Praise [Root.Religion.GetRandomGodName]!	These criminals must hang.
EVTDESC_SoA_5409	[From.GetTitledName] has been seized and killed by members of the Shepherds' Crusade!	The Shepherds' Crusade has been plaguing the country for many months now, causing much terror and woe. Lately, however, it seems to have been slowly losing its initial strength and zeal. According to some reports now, the whole movement is dissolving as people are returning to their homes and abandoning the whole adventure.
EVTOPTA_SoA_5409	Oh no!	Praise [Root.Religion.GetRandomGodName]!
EVTDESC_SoA_5410	It seems that my interest in Christendom has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.	[From.GetTitledName] has been seized and killed by members of the Shepherds' Crusade!
EVTOPTA_SoA_5410	I have made a friend!	Oh no!
EVTDESC_SoA_5411	It seems that my interest in Islam has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.	It seems that my interest in Christendom has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.
EVTOPTA_SoA_5411	I have made a friend!	I have made a friend!
EVTDESC_SoA_5412	It seems that my interest in Paganism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.	It seems that my interest in Islam has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.
EVTOPTA_SoA_5412	I have made a friend!	I have made a friend!
EVTDESC_SoA_5413	It seems that my interest in Zoroastrianism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.	It seems that my interest in Paganism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.
EVTOPTA_SoA_5413	I have made a friend!	I have made a friend!
EVTDESC_SoA_5414	It seems that my interest in Judaism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.	It seems that my interest in Zoroastrianism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.
EVTOPTA_SoA_5414	I have made a friend!	I have made a friend!
EVTDESC_SoA_5420	How I hate the infidels! Smash them, kill the scum, kick them in the teeth, wipe them off the face of the earth! Bastard infidels, aaah how I hate them, I hate them!	It seems that my interest in Judaism has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.
EVTOPTA_SoA_5420	Oh, did I say that out loud?	I have made a friend!
EVTDESC_SoA_5422	My new faith gives me strength, but I will not forget where I came from or disrespect those who still follow the old ways.	How I hate the infidels! Smash them, kill the scum, kick them in the teeth, wipe them off the face of the earth! Bastard infidels, aaah how I hate them, I hate them!
EVTOPTA_SoA_5422	They will see the truth eventually.	Oh, did I say that out loud?
EVTDESC_SoA_5423	My new faith infuses me with strength. But it vexes me that there are still those who do not follow the way of [Root.Religion.GetRandomGodName].	My new faith gives me strength, but I will not forget where I came from or disrespect those who still follow the old ways.
EVTOPTA_SoA_5423	Infidels!	They will see the truth eventually.
EVTDESC_SoA_5425	We Muslims believe in God, and in that which has been bestowed from on high upon us and upon Abraham and Ishmael and Isaac and Jacob and their descendants, and that which has been vouchsafed to Moses and Jesus and all the prophets by their Sustainer - we make no distinction between any of them, and it is unto Him that we surrender ourselves.	My new faith infuses me with strength. But it vexes me that there are still those who do not follow the way of [Root.Religion.GetRandomGodName].
EVTOPTA_SoA_5425	We must not condemn the Jews and Christians for their errors.	Infidels!
nick_the_master_of_hungary	the Master of Hungary	We Muslims believe in God, and in that which has been bestowed from on high upon us and upon Abraham and Ishmael and Isaac and Jacob and their descendants, and that which has been vouchsafed to Moses and Jesus and all the prophets by their Sustainer - we make no distinction between any of them, and it is unto Him that we surrender ourselves.
insulted_realm_infidels	Infidels in your realm are insulted.	We must not condemn the Jews and Christians for their errors.
EVTNAME_SoA_5345	A visitor	the Master of Hungary
EVTDESC_SoA_5345	You have received a visitor, a monk from one of the monasteries on the fabled Mount Athos on the Chalkidiki peninsula in Greece. He tells you that the monks are constantly expanding their presence and constructing new monasteries at this most holy site. However, building for the glory of [Root.Religion.GetRandomGodName] requires earthly funds, he explains, and this is why he has come to see you.\n\nIf you would demonstrate your piety by donating a large sum of gold to the monasteries on Mount Athos, it would surely become known all over the land that you have done so, and you would of course also be mentioned in the monks' daily prayers.	Infidels in your realm are insulted.
EVTOPTA_SoA_5345	Of course they shall have my support!	A visitor
EVTOPTB_SoA_5345	I can't spare the funds right now.	You have received a visitor, a monk from one of the monasteries on the fabled Mount Athos on the Chalkidiki peninsula in Greece. He tells you that the monks are constantly expanding their presence and constructing new monasteries at this most holy site. However, building for the glory of [Root.Religion.GetRandomGodName] requires earthly funds, he explains, and this is why he has come to see you.\n\nIf you would demonstrate your piety by donating a large sum of gold to the monasteries on Mount Athos, it would surely become known all over the land that you have done so, and you would of course also be mentioned in the monks' daily prayers.
