#CODE	ENGLISH	ENGLISH
EVTDESC_TOG_4003	A band of fierce Vikings have established a warrior brotherhood in [From.Location.GetName] along the Baltic coast. Based in a castle known as Jomsborg, these Jomsvikings are devoted to Thor, Odin and the other Norse gods. They brook no quarter on the battlefield and will permit only the strongest and ablest warriors amongst their number.\n\nThough there are those who would dismiss them as simple brigands, the Jomsvikings have vowed to defend all Norse lands being encroached by Christendom or other foreign religions.	Dróttseti
EVTOPTA_TOG_4003	Their place in Valhalla is assured.	The Dróttseti serves as a steward of the realm in a function similar to a seneschal, and it is considered to be a very prestigious post.
EVTOPTB_TOG_4003	Let us hope those zealots steer clear of us.	Court Skald
EVTDESC_TOG_4006	I trust you are in good health, [Root.GetTitledFirstName]. My name is Palnatoke, and I have taken it upon myself to create a brotherhood of warriors devoted to Thor and Odin. While sailing along the coast of Wolgast, I discovered the perfect site to build our stronghold and I would ask your permission to settle this land.\n\nSigned,\n[From.GetTitledName]	Skaldic poetry is a greatly respected art, and the Court Skald is regarded as the realm's foremost expert on verse and prose. The Skald is ultimately responsible for chronicling the ruler's deeds for posterity.
d_jomsvikings	Jomsvikings	Merkismaðr
d_jomsvikings_adj	Jomsviking	Literally meaning Marksman, the Merkismaðr has the honor of serving as the standard-bearer.
WARCHIEF	Warchief	Hirdman
WARCHIEF_FOA	Master	The Hirdmen are seen as the ruler's trusted companions in arms, and the holders of this title command a great deal of respect.
#job_marshal_greek	Strategos	Shahrwarãz
jomsvikings_founded	The Jomsvikings are founded.	The Shahrwarãz, the Boar of the Empire, is a prestigious honorary title dating back to the Sassanids. In Zoroastrianism, the boar is closely associated with the Izad Vahram, the epitome of victory. This honorific can only be bestowed upon those with exceptional martial ability.
title_champion	Champion	Kardarigan
title_champion_desc	The person that this title is bestowed upon is considered to be the Champion of the Realm. There is surely no greater honor for mortal men to aspire to.	This honorific means black hawk and was granted to several gifted Sassanid generals for their achievements on the field of battle. It can only be bestowed upon those with exceptional martial ability.
title_master_of_the_blade	Master of the Blade	Shahin
title_master_of_the_blade_desc	The Master of the Blade is a prestigious honorific usually granted to those with demonstrated ability in swordsmanship.	This honorific means falcon and was granted to several gifted Sassanid generals for their achievements on the field of battle. It can only be bestowed upon those with exceptional martial ability.
title_master_of_the_bow	Master of the Bow	Pushtigban-salar
title_master_of_the_bow_desc	The Master of the Bow is a prestigious honorific usually granted to those with demonstrated ability in bowmanship.	The Pushtigban-salar is the appointed commander of the royal guard, and as such, commands a significant amount of respect.
title_venerable_elder	Venerable Elder	Spahbod
title_venerable_elder_desc	This honorific can only be granted to those who have reached the age of fifty. Their wisdom and the sorely needed guidance they offer the younger generations is deserving of great respect.	This title, roughly meaning army chief, can be traced all the way back to the Achaemenid Empire, and during the Sassanid reign there were four Spahbods assigned to each corner of the Persian realm. It remains a prestigious military office.
#vassal_sacrifice_decision	Sacrifice [Root.GetTitledFirstName]	Eran Ambaragbed
vassal_sacrifice_decision_desc	Have your priests sacrifice [Root.GetTitledFirstName] to the gods.	As the minister of the magazines, it is the responsibility of the Eran Ambaragbed to see to the arms and armaments of the realm's warriors.
EVTDESC_SSI_072	Your priests have sacrificed [From.GetTitledName] to the gods! After bringing [From.GetHerHim] to one of our new temple pyramids, the priests placed [From.GetFirstName] on an altar and sliced [From.GetHerHim] open with a ceremonial dagger. They then tore out [From.GetHerHis] still beating heart to the cheers of your assembled warriors.	Astabadh
EVTOPTA_SSI_072	The gods will be pleased.	Eran Spahbod
EVTOPTB_SSI_040	This land now belongs to us.	Darik-Pat
EVTOPTB_SSI_070	A small gift from us. Think nothing of it.	I trust you are in good health, [Root.GetTitledFirstName]. My name is Palnatoke, and I have taken it upon myself to create a brotherhood of warriors devoted to Thor and Odin. While sailing along the coast of Stettin, I discovered the perfect site to build our stronghold and I would ask your permission to settle this land.\n\nSigned,\n[From.GetTitledName]
EVTOPTB_SSI_071	These Easterners spread disease like vermin!	By all means, build your castle.
EVTOPTB_SSI_030	In time, their empire will crumble before us.	No, I want no troublemakers in my land.
EVTOPTB_SSI_031	Good tidings from home!	The Vikings under Palnatoke have finished their stronghold in [Root.Location.GetName] and the warrior brotherhood have established it as their headquarters. Henceforth the new castle shall be known as Jomsborg.
EVTOPTB_SSI_035	It is well to see things becoming more like home.	So be it.
EVTDESC_TOG_5000	The mere sight of [From.GetTitledFirstName] fills you with contempt. Challenge the cur to holmgang, a single combat duel, to finally settle your differences once and for all.	The Jomsvikings
EVTOPTA_TOG_5000	Yes, I will issue the challenge!	A band of fierce Vikings have established a warrior brotherhood in [From.Location.GetName] along the Baltic coast. Based in a castle known as Jomsborg, these Jomsvikings are devoted to Thor, Odin and the other Norse gods. They brook no quarter on the battlefield and will permit only the strongest and ablest warriors amongst their number.\n\nThough there are those who would dismiss them as simple brigands, the Jomsvikings have vowed to defend all Norse lands being encroached by Christendom or other foreign religions.
EVTOPTB_TOG_5000	No, I might actually lose...	Their place in Valhalla is assured.
EVTDESC_TOG_5001	That mad dog [From.GetTitledFirstName] has somehow summoned up the courage to challenge you to holmgang! If you accept, you and [From.GetFirstName] will meet in single combat on a small islet. If you refuse this duel, it will be seen as a stain upon your honor.	Let us hope those zealots steer clear of us.
EVTOPTA_TOG_5001	By [This.Religion.GetRandomGodName], I accept the challenge!	I trust you are in good health, [Root.GetTitledFirstName]. My name is Palnatoke, and I have taken it upon myself to create a brotherhood of warriors devoted to Thor and Odin. While sailing along the coast of Wolgast, I discovered the perfect site to build our stronghold and I would ask your permission to settle this land.\n\nSigned,\n[From.GetTitledName]
EVTOPTB_TOG_5001	I... I need not prove myself against that fool.	Jomsvikings
EVTDESC_TOG_5002	[From.GetTitledFirstName] sends word that he accepts your challenge! One week from now, the two of you shall meet in combat. There is no turning back at this point.	Jomsviking
EVTOPTA_TOG_5002	I shall count the days.	Warchief
EVTDESC_TOG_5003	The coward [From.GetTitledFirstName] has decided to refuse your challenge and will not face you in holmgang! At least now the spineless fool's utter lack of honor has been exposed for all to see.	Master
EVTOPTA_TOG_5003	I am not surprised.	Strategos
EVTDESC_TOG_5004	It is still dawn when you meet [From.GetTitledFirstName] on the small islet chosen for the holmgang. Surrounded by witnesses, you grab your shield and axe while your opponent does the same. After hurling insults at each other for a few minutes, the battle is finally joined!	The Jomsvikings are founded.
EVTOPTA_TOG_5004	My axe will carve you a new smile!	Champion
EVTDESC_TOG_5005	With a mighty blow from your axe, you split your opponent's shield in half. Without a shield to hide behind, [FromFrom.GetFirstName] desperately swings his axe at your face. Though you quickly pull away, you can feel blood trickling down your face. Annoyed, you charge at [FromFrom.GetFirstName] and inflict several wounds before he yields.	The person that this title is bestowed upon is considered to be the Champion of the Realm. There is surely no greater honor for mortal men to aspire to.
EVTOPTA_TOG_5005	Victory is mine.	Master of the Blade
EVTDESC_TOG_5006	With a mighty blow from your axe, you split your opponent's shield in half. Without a shield to hide behind, [FromFrom.GetFirstName] desperately swings his axe at your face. Though you quickly pull away, you can feel blood trickling down your face from a gash. Annoyed, you land one final blow on [FromFrom.GetFirstName] and cleave his head with your axe.	The Master of the Blade is a prestigious honorific usually granted to those with demonstrated ability in swordsmanship.
EVTDESC_TOG_5007	[FromFrom.GetFirstName] immediately charges at you with his axe, but you deftly deflect his blows with your shield. You bash him with it several times in the face, and he staggers backwards in pain. Before he can fully recover, you catch him with several swings of your axe and he yields.	Master of the Bow
EVTDESC_TOG_5008	[FromFrom.GetFirstName] immediately hurls himself at you, but you block his flurry of blows with your shield. You use it to heave him in an arc over your shoulder, and as he sails towards the ground behind you, you swiftly turn around and connect the blade of your axe with his throat. [FromFrom.GetFirstName] is dead before he hits the ground - a clean kill.	The Master of the Bow is a prestigious honorific usually granted to those with demonstrated ability in bowmanship.
