#CODE	ENGLISH	ENGLISH
EVTNAME10000	The Merry Men of [Root.Location.GetName]	What the courtiers don't know...
EVTDESC10000	My sheriff came to me today, looking harried and limping slightly.\n\n'My lord, I fear I have grave news: A band of robbers and poachers calling themselves the Merry Men of [Root.Location.GetName] are on the loose in your forest. I have tried to find them but alas, to no avail. They chased me out of the forest several times, the last time an arrow hit me straight in my buttocks!'	People no longer interests me as much as they used to do and I never voluntarily start a conversation with anyone anymore. I have lost the Gregarious trait
EVTOPTA10000	Bwahahaha... Sorry, do go on	It can be fun digging into work and see how your effort makes a difference. I have lost the Slothful trait.
EVTOPTB10000	We need to set a trap for them!	There are people in the world that deserves my respect. I have lost the Proud trait.
EVTTOOLTIP10001	The Merry Men makes a move...	My liege, I have bad news from [FromFrom.Location.GetName]. My attempts to increase the province levy has met with nothing but failure and the reason behind this is [From.GetTitledName]! [From.GetSheHeCap] has been nohting but trouble since I arrived and has used [From.GetHerHis] wide influence in [FromFrom.Location.GetName] to hinder all my initiatives.\n\nYour humble Marshal,\n[Root.job_marshal.GetTitledFirstName]
EVTOPTC10000	Just ignore them	Killed the leader of the Merry Men
EVTNAME10001	The harassing of a noblewoman	Ignored the Merry Men
EVTDESC10001	An indignant but blushing woman stormed into my great hall. She told me how a band of green-clad men had overpowered her, taken her to their hideout and forced her to yield her jewels and gold to them, everything except a simple locket. They treated her courteously and even escorted her to the edge of the forest when she had handed over her jewelry. Her shining eyes, blushing cheeks and furtive smile told me she enjoyed it.	Outfoxed by the Merry Men
EVTOPTA10001	Give her some gold and send her away	Clever deception
EVTOPTB10001	Something must be done!	Met the Merry Men
EVTNAME10002	The harassing of a nobleman	Highway Robber Band appears in province
EVTDESC10002	An indignant and fuming man stormed into my great hall. He told me how a band of green-clad men had overpowered him, manhandled him when he tried to resist and taken him to their hideout where they had forced him to yield every valuable trinket he owned, even his horse! When he had stopped resisting, they treated him courteously and even escorted him to the edge of the forest after they had taken his valuables. He demanded that I would do something about 'those Merry Men in green'.	The Merry Men of [Root.Location.GetName]
EVTOPTA10002	Give him some gold and send him away	My sheriff came to me today, looking harried and limping slightly.\n\n'My lord, I fear I have grave news: A band of robbers and poachers calling themselves the Merry Men of [Root.Location.GetName] are on the loose in your forest. I have tried to find them but alas, to no avail. They chased me out of the forest several times, the last time an arrow hit me straight in my buttocks!'
EVTOPTB10002	This is outrageous!	Bwahahaha... Sorry, do go on
EVTNAME10003	It's a trap!	We need to set a trap for them!
EVTDESC10003	My sheriff and I discussed what we should do about the outlaws and came up with two ideas. Every man and woman who had been harassed by the bandits, including the sheriff, have been told about the leader's skill with the bow. An archery contest might lure him out of his beloved forest. Another option would be to use a disguise to find the villain and bring them to court.	The Merry Men makes a move...
EVTOPTA10003	Too risky	Just ignore them
EVTOPTB10003	An archery contest, of course!	The harassing of a noblewoman
EVTTOOLTIP10010	An archery contest will be held	An indignant but blushing woman stormed into my great hall. She told me how a band of green-clad men had overpowered her, taken her to their hideout and forced her to yield her jewels and gold to them, everything except a simple locket. They treated her courteously and even escorted her to the edge of the forest when she had handed over her jewelry. Her shining eyes, blushing cheeks and furtive smile told me she enjoyed it.
EVTOPTC10003	A clever disguise should work	Give her some gold and send her away
EVTNAME10010	Archery Contest	Something must be done!
EVTDESC10010	The day was perfect for an archery contest. The sun hid between clouds, a small breeze cooled the nervous and everyone seemed happy. The targets were set and ready, all that was needed now was my signal.	The harassing of a nobleman
EVTOPTA10010	Let the contest... BEGIN!	An indignant and fuming man stormed into my great hall. He told me how a band of green-clad men had overpowered him, manhandled him when he tried to resist and taken him to their hideout where they had forced him to yield every valuable trinket he owned, even his horse! When he had stopped resisting, they treated him courteously and even escorted him to the edge of the forest after they had taken his valuables. He demanded that I would do something about 'those Merry Men in green'.
EVTTOOLTIP10011	Let us see who we capture!	Give him some gold and send him away
EVTTOOLTIP10012	This might not work	This is outrageous!
EVTNAME10011	The green-clad stranger	It's a trap!
EVTDESC10011	Over there! Yes, there! That's him alright. What do we do now?' The sheriff pointed at a man clad in green with a great bow in his hands. I watched him as he won effortlessly against every person foolish enough to try and match their skill against his. The man's skill with his great bow amazed me. 'This man is a great archer, too bad he's a lawless poacher living off my venison.'	My sheriff and I discussed what we should do about the outlaws and came up with two ideas. Every man and woman who had been harassed by the bandits, including the sheriff, have been told about the leader's skill with the bow. An archery contest might lure him out of his beloved forest. Another option would be to use a disguise to find the villain and bring them to court.
EVTOPTA10011	Arrest and hang him!	Too risky
EVTOPTB10011	Perhaps I could hire him and his Merry Men as gamekeepers	An archery contest, of course!
EVTNAME10012	The Old Man	An archery contest will be held
EVTDESC10012	The other contestants and I laughed hard as the old man tried to draw the bow with shaking hands. After several attempts, he finally succeeded. He closed one of his runny eyes and THUD!... It hit the bullseye. Everyone's chin hit the ground as the old man defeated his contestants one by one. The poacher we had set the trap for was nowhere to be seen, so I had to grumpily give the old man his admittedly well-earned prize: a golden arrow.	A clever disguise should work
EVTOPTA10012	What happened?	Archery Contest
EVTTOOLTIP10013	The archery contest was a success and a failure	The day was perfect for an archery contest. The sun hid between clouds, a small breeze cooled the nervous and everyone seemed happy. The targets were set and ready, all that was needed now was my signal.
EVTNAME10013	That didn't work	Let the contest... BEGIN!
EVTDESC10013	Frustration swept through my veins as the archery contest proved unsuccessful in luring and trapping the elusive poacher. Perhaps we should try something else?	Let us see who we capture!
EVTOPTA10013	Leave him and his gang alone	This might not work
EVTOPTB10013	A smelly peasant should not arouse their suspicion	The green-clad stranger
EVTTOOLTIP10020	A Devil in Disguise	Over there! Yes, there! That's him alright. What do we do now?' The sheriff pointed at a man clad in green with a great bow in his hands. I watched him as he won effortlessly against every person foolish enough to try and match their skill against his. The man's skill with his great bow amazed me. 'This man is a great archer, too bad he's a lawless poacher living off my venison.'
EVTNAME10020	Devil in Disguise	Arrest and hang him!
EVTDESC10020	I removed my beautiful fur-lined cloaks and reluctantly eased myself into a peasant's stinking clothes. A woolen tunic, a small hat and muddy boots completed my disguise. Now, me own ma wouldn't even recognize me.	Perhaps I could hire him and his Merry Men as gamekeepers
EVTOPTA10020	Let's see how this works...	The Old Man
EVTOPTB10020	Is this really befitting a [Root.GetTitle]?	The other contestants and I laughed hard as the old man tried to draw the bow with shaking hands. After several attempts, he finally succeeded. He closed one of his runny eyes and THUD!... It hit the bullseye. Everyone's chin hit the ground as the old man defeated his contestants one by one. The poacher we had set the trap for was nowhere to be seen, so I had to grumpily give the old man his admittedly well-earned prize: a golden arrow.
EVTTOOLTIP10021	Disguise revealed!	What happened?
EVTTOOLTIP10022	Stumbles upon the Merry Men	The archery contest was a success and a failure
EVTTOOLTIP10023	A stranger in green	That didn't work
EVTNAME10021	Disguise revealed!	Frustration swept through my veins as the archery contest proved unsuccessful in luring and trapping the elusive poacher. Perhaps we should try something else?
EVTDESC10021	I had not even taken one step into the great forest before an arrow burrowed itself into the ground just in front of my toes. I froze for a short second before I started struggling to get my sword out of its hiding place. When I had finally freed my sword, a man clad in green stood before me. He held the greatest bow I ever seen with an arrow on its string aimed at me. 'Leave', he said and I obeyed immediately. Behind me, the forest echoed with thunderous laughter.	Leave him and his gang alone
EVTOPTA10021	Blast!	A smelly peasant should not arouse their suspicion
EVTNAME10022	Meet the Merry Men	A Devil in Disguise
EVTDESC10022	My stomach growled louder than the wolves howling in the distance. My search for the lawless men had taken me farther into the forest than I had imagined it would. Just a couple of hours had passed since I broke my fast but it felt like days. I kept walking and reached a small brook. As I bent down for a drink, I heard laughter and faint voices of many people coming towards me. Before I could hide, they were upon me. After a thorough interrogation where I pretended to be naïve or downright stupid, they allowed me to follow them to their camp.	Devil in Disguise
EVTOPTA10022	H-hello...	I removed my beautiful fur-lined cloaks and reluctantly eased myself into a peasant's stinking clothes. A woolen tunic, a small hat and muddy boots completed my disguise. Now, me own ma wouldn't even recognize me.
EVTOPTB10022	I'll run away now, bye!	Let's see how this works...
EVTTOOLTIP10030	Meet the Merry Men	Is this really befitting a [Root.GetTitle]?
EVTNAME10023	A stranger in green	Disguise revealed!
EVTDESC10023	My bad mood did not improve when I arrived at a small bridge across a shallow creek and a man large in stature demanded that I pay a toll to cross the bridge. I laughed in his face and he challenged me, even though I bore a sword and he nothing but a wooden staff.	Stumbles upon the Merry Men
